User,Date Created,Tweets
AppleSupport,2023-03-03 21:14:57+00:00,@GuyonClovis We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj You can also join our Apple Communities here: https://t.co/RkpgWtFqBw
LuSchmoo,2023-03-03 21:14:37+00:00,"@_Mudwolf @AppleSupport Hello, try and update to iOS 16.4 beta 2, then see if this fixes it. If it doesn’t, try using a computer to downgrade to iOS 16.3.1. Did this happen before you updated to iOS 16.4?"
LuSchmoo,2023-03-03 21:11:47+00:00,"@stuherbert @AppleSupport What I would do is if I was signing in on my iPad and the verification code popped up on it, I would kind of say the code back to myself and then type it in. This might be the best way for you to do it. What happens if you click okay from another device?"
AppleSupport,2023-03-03 21:08:56+00:00,"@seh1998_ We're happy to guide you to a team that specializes in this area. For additional assistance with sales related inquiries, reach out to our Online Sales Support team here: https://t.co/8yjRd1Xo0i"
AppleSupport,2023-03-03 21:07:01+00:00,"@SoCaliLiberal We’re happy to help. You can the devices compatible with the Decoded Leather Magnetic Pencil Sleeve for Apple Pencil here: https://t.co/xcvHRfzx5W If you need more help, meet us in DM to continue. https://t.co/GDrqU22YpT"
LuSchmoo,2023-03-03 21:06:42+00:00,"@LRLassen @AppleSupport Hello, before you updated, do you know what software version you were already on? If you were on iOS 15, and this is expected. Free-form was a thing in iOS 16.2, but you may also see it when you first update to a newer version, like 16.3.1. Hope this clarifies"
AmandaRisser44,2023-03-03 21:04:35+00:00,"@SamsungCanada @RogersHelps another experiment. 

What are the results?

@AppleSupport 

who won? https://t.co/oNWNng8m59"
cammywhammy18,2023-03-03 21:03:56+00:00,Okay @AppleSupport @Apple and @SIRIUSXM - I need you to get on the native HomePod integration because it’s the only hiccup I have in not dumping Alexa immediately!!!
AppleSupport,2023-03-03 21:01:46+00:00,@theesco We’re here happy to help. Please meet us in DM and we’ll continue working from there. https://t.co/GDrqU22YpT
r_m_walker,2023-03-03 21:00:00+00:00,@AppleSupport why do I make a #Geniusbar appt when I just sit here waiting long after my appt time comes and goes? Seems counter productive for both of us.
shrini__patil,2023-03-03 20:58:57+00:00,"@AppleSupport @Apple iPhone 14pro looks like a shit mobile with hell problems with display and battery, can we expect any quick fix??"
AppleSupport,2023-03-03 20:57:45+00:00,@nick_haering Thank you for reaching out to us. We would like to see what we can do to help. Get back to us in DM using the link below and give us more information and why you think the DoorDash website is causing your MacBook to crash. We can go from there. https://t.co/GDrqU22YpT
Chicagofan76,2023-03-03 20:50:01+00:00,@AppleSupport Not launching at all. Blank screen then goes back to desktop after  15-30 seconds bb
Lanmark21,2023-03-03 20:49:55+00:00,"@r0cksss_ @JKSully313 @AppleSupport @TwitchSupport It’s memish for me at this point 😂 . 5 years on Twitch… “It’s 1$ cheaper on desktop.” I know it’s people being helpful, but I will not break. https://t.co/MUTL1pdRY1"
AppleSupport,2023-03-03 20:49:09+00:00,"@michcoll Hello! We can look into your battery concerns with you. To start, we always recommend users go through our helpful tips here: https://t.co/KDbDA7HHjw 

Then, DM us which iOS version you have and how long ago you may have updated. We’ll start there. https://t.co/GDrqU22YpT"
oftenreight,2023-03-03 20:47:57+00:00,@AppleCard @AppleSupport Why can't you send replacement cards overseas like every single card company does?
AppleSupport,2023-03-03 20:46:39+00:00,"@papafucius Thank you for reaching out. We would like to see what we can do to help. Get back to us in DM using the link below. Let us know what iOS is on your phone, is this happening when on cellular data as well? We can then work from there for a resolution. https://t.co/GDrqU22YpT"
r0cksss_,2023-03-03 20:45:41+00:00,@Lanmark21 @JKSully313 @AppleSupport @TwitchSupport What is this vendetta against computer bro?
Lanmark21,2023-03-03 20:42:17+00:00,@JKSully313 @AppleSupport @TwitchSupport Absolutely not.
AppleSupport,2023-03-03 20:40:44+00:00,"@shotbytahliq Hi there, we’d be happy to help out with your Mac’s battery life. Our page here can assist with providing some helpful suggestions for maximizing the battery life: https://t.co/AleJzVUgCD 

If you happen to need additional help, please DM us. https://t.co/GDrqU22YpT"
JKSully313,2023-03-03 20:37:17+00:00,"@Lanmark21 @AppleSupport @TwitchSupport Go into your browser, select desktop mode and subscribe from there. It’s $1 cheaper per sub and less issues"
ZupiterMonk,2023-03-03 20:33:48+00:00,"@filen_io these 3 sh*tty files syncing since last 3 months. @AppleSupport @Apple must ban this sh*t software cloud service, it's not reliable and good app service, stop their products to get installed on the macbooks and windows @Microsoft https://t.co/wGbBJQyo6V"
Lanmark21,2023-03-03 20:33:13+00:00,"Been having trouble resubbing to streamers for a year or so now, having to subscribe multiple times a month, or being locked from resubbing until gifted. Apparently I’ve been double and triple subbed to people all this time. @AppleSupport huge help. @TwitchSupport be better. https://t.co/Hniqwa1qyi"
seh1998_,2023-03-03 20:30:56+00:00,@AppleSupport @Apple I can't find any info about if there's financing options for iPads in Canada. Can someone help?
Title9Jen,2023-03-03 20:28:53+00:00,@CaliLiliIndies @bee_are_ @Apple @AppleSupport Can check this in settings battery consumption sort by app.
SoCaliLiberal,2023-03-03 20:28:23+00:00,@AppleSupport  Is the Decoded Leather Magnetic Pencil Sleeve for Apple Pencil compatible with the Magic Keyboard folio case for iPad Pro 12.9‑inch (6th generation)
theesco,2023-03-03 20:28:14+00:00,@googledrive @AppleSupport Please for the love of God Fix GoogleDrive for Mac. This service has completely bit the dust since you recently forced the change on all of us. PDF syncing is completely unreliable.
AppleSupport,2023-03-03 20:22:27+00:00,"@Chicagofan76 Thanks for contacting us. We want to help. Will Safari not launch at all, or is it not loading web pages once opened? Which model of iPhone and version of iOS is this happening with? Send us a DM and let us know and we’ll work with you from there. https://t.co/GDrqU22YpT"
TweeterGuyJ,2023-03-03 20:18:11+00:00,@AppleSupport absolutely ducking disgusting. You’ve taken multiple payments from my card without my permission and refuse to refund them. This is theft. You do not have permission to help yourself to my money.
AppleSupport,2023-03-03 20:09:56+00:00,"@Indian0595 We want to help with your iPhone. Try the steps in this resource which are geared towards your issue: https://t.co/xk0GBMpjqW 

Send us a DM if you still need help, so we can work together on a solution. https://t.co/GDrqU22YpT"
iamSnippa,2023-03-03 20:08:40+00:00,Seriously... how am I supposed to access accounts that I secured with @Google Authenticator when I cannot do this? @AppleSupport https://t.co/oJmlhHBiUA
AppleSupport,2023-03-03 20:04:06+00:00,"@goldbcklechaser Hi there. We’ll be glad to help you out. It may not be referring to the last passcode used on the device. It could be referring to a previous passcode, or another passcode that was used on a device connected to your account. If you need further help, DM us: https://t.co/GDrqU22YpT"
AppleSupport,2023-03-04 23:57:41+00:00,"@tweeetbro We’d be happy to look in to this with you! 

Could you please send us a DM with what device and browser you’re using?

These details will help us narrow down what may be happening and what options we have. https://t.co/GDrqU22YpT"
tweeetbro,2023-03-04 23:45:03+00:00,"Seeing a large number of HTTP 404s on @Apple ‘s website. Example - https://t.co/CBZpEofvRc

The ‘Buy’ link when you go make an Airpad purchase also gives you a Page Not Found.  @tim_cook @AppleSupport https://t.co/hmd9alMoi8"
AppleSupport,2023-03-04 23:42:55+00:00,@donaldknewell We’d like to look into this with you. Please send us a DM and tell us more about what happened. We can investigate further there. https://t.co/GDrqU22YpT
QuesterMark,2023-03-04 23:39:54+00:00,"Hey, @AppleSupport @apple
The Apple Store app wouldn’t let me complete a purchase.  But I accessed my cart on https://t.co/mXYMBa7QoH in Safari on the same iPhone and was able to complete my purchase. I deleted the app. I don’t expect any support here, I just wanted to tell you."
AppleSupport,2023-03-04 23:38:06+00:00,"@JK__Saleem Hi there, we can offer some assistance. If you are seeing unknown charges, this can help you identify them: https://t.co/4WXv2uYF0X 

If something else is occurring, join us in DM with more information. We’ll continue there. https://t.co/GDrqU22YpT"
AppleSupport,2023-03-04 23:37:54+00:00,"@RuiNtD Thank you for letting us know. We’d like to check into this further with you. Please meet us in DM, so we can get some additional information. https://t.co/GDrqU22YpT"
AppleSupport,2023-03-04 23:36:39+00:00,"@SigniusNetworks We’d like to help. To help determine next steps, let us know in DM which version of iOS is installed on the iPhone. You can find that under Settings &gt; General &gt; About. https://t.co/GDrqU22YpT"
donaldknewell,2023-03-04 23:31:32+00:00,"@AppleSupport Why didn’t you call me back like you said you would. I don’t even want to talk, I just want my phone back."
ryanfellman28,2023-03-04 23:28:12+00:00,"@AppleSupport Ok but how is it different than pictures? When my phone runs out of space, the pictures stay on my phone but I have to load them from iCloud to see them. My notes are just deleting…"
RuiNtD,2023-03-04 23:23:31+00:00,"@AppleSupport I don’t have any profiles, but I still have access to the iOS *Developer* Beta. Again, I don’t have a developer account. https://t.co/XCZhBvOx0A"
AppleSupport,2023-03-04 23:09:37+00:00,"@thinds42 We’d be happy to look in to any issues that you’re having! 

Could you please send us a DM with what device you’re using iMovie on and which OS version it’s running so we can get started? https://t.co/GDrqU22YpT"
AppleSupport,2023-03-04 23:05:49+00:00,"@noalias We’d be happy to help! You still can delete Tab Groups. You can find the steps outlined in this page on how to delete Tab Groups: https://t.co/HNw8n32CST 

DM us if you have additional questions. https://t.co/GDrqU22YpT"
AppleSupport,2023-03-04 22:52:06+00:00,"@BrcwJel We can help point you in the right direction for support. If your Apple ID is inactive, you’ll want to connect with our Account Security team using this link: https://t.co/NpQJidgpDA or by dialing the number for your region here: https://t.co/FKTd4AvuK6"
AppleSupport,2023-03-04 22:49:47+00:00,"@mark_oc We’re glad you reached out! Let’s look into this more together. To do that, join us in DM where we can gather additional details to help. https://t.co/GDrqU22YpT"
sprinkles19025,2023-03-04 22:45:17+00:00,@shultquist @BMWUSA @BMW @BMWGroup @Apple @AppleSupport We are past that. It’s been reported since at least last June.
shultquist,2023-03-04 22:44:21+00:00,"@BMWUSA @sprinkles19025 @BMW @BMWGroup @Apple @AppleSupport So, what's a reasonable timeline for a fix? It's all on the car side, so it's on BMW to address. It's been going on for a year. How soon?"
sprinkles19025,2023-03-04 22:44:10+00:00,"@SeeMeBe @SumanChks @BMW @BMWUSA @BMWGroup @Apple @AppleSupport @bmwcanada @BMW really needs to get this fixed, at at least give a better update than “we’re working on it” https://t.co/1y5kXfn80U"
AppleSupport,2023-03-04 22:42:32+00:00,"@___queensteaaa We’re glad you tagged to let us know about the issues you’re experiencing, and want to help. Since menu options can vary, which software version shows in Settings &gt; General &gt; About?

DM to let us know, and we’ll meet you there to continue. https://t.co/GDrqU22YpT"
AppleSupport,2023-03-04 22:40:50+00:00,"@Twiminy We’d be happy to help out!  To cancel the subscription, follow the steps here: https://t.co/7HHLZUKvv2  You can also request a refund for the subscription using: https://t.co/5f3dJAu0So  DM us any additional questions. https://t.co/GDrqU22YpT"
mark_oc,2023-03-04 22:40:43+00:00,Wondering @AppleSupport why on TV+ Liaison I can’t turn off subtitles?  Tried Auto and English. I need them for the French parts but not the English. Watching on @skytv app if that makes a difference. Never had same issue on other series.
AppleSupport,2023-03-04 22:35:31+00:00,"@nutjsdev No problem. If you’re unable to send a DM, you can reach out us using the following link: https://t.co/IBIY3vMgPj https://t.co/GDrqU22YpT"
JossBiggins,2023-03-04 22:29:55+00:00,why the fffaaccckkk is there no Papaya emoji? @Apple @AppleSupport
AppleSupport,2023-03-04 22:25:45+00:00,"@RobertP091161 Hi. We understand it can be frustrating when something doesn’t work as expected, and we’d like to help.
Meet us in DM, and we can continue from there. 
Let us know which iTunes version you’re using.
And, are these the steps followed? https://t.co/SzT7DqummK https://t.co/GDrqU22YpT"
RobertP091161,2023-03-04 22:14:40+00:00,@AppleSupport I am so sick of windows iTunes not detecting my iPhone 12. I have restored and reset my iPhone. I have reinstalled iTunes for windows. I have gone to Apple support . It worked while on the phone with Apple support but then it quickly disappeared. I am at my wits end
AppleSupport,2023-03-04 22:05:29+00:00,"@talleypretty We’re here to help. Your Apple Watch should mirror your iPhone, if you have it set up this way. If you have your Apple Watch already set to mirror your phone, send us a DM and we’ll take a closer look at this with you. https://t.co/GDrqU22YpT"
AppleSupport,2023-03-04 21:58:28+00:00,@compasolo Hey there. Thanks for reaching out to us. We are always happy to help where we can. What error if any do you get when you try to access the content on your iPad? Which software version are you currently running? Let us know in DM and we’ll work with you there. https://t.co/GDrqU22YpT
AppleSupport,2023-03-04 21:57:01+00:00,"@thedonofsorare Hello!
We’d like to help.
Meet us on DM and let us know what device this is happening on and and the current OS on that device and we’ll continue troubleshooting in the DM. https://t.co/GDrqU22YpT"
AppleSupport,2023-03-04 21:45:45+00:00,"@hina3794 We’re here to help. If you’re having an issue with your iPad, please send us a DM and include as many details as possible, so that we can assist you. Please include which iPad and version of software you’re using. https://t.co/GDrqU22YpT"
AppleSupport,2023-03-04 21:42:45+00:00,"@Aaron_Merry15 We want to help with your iPhone. Try the steps in this resource which are geared towards your issue: https://t.co/bCcnzJAWMC 

Send us a DM if you still need help, so we can work together on a solution. https://t.co/GDrqU22YpT"
AppleSupport,2023-03-04 21:40:00+00:00,@DianeMArtsy Thanks for the information. Please reach out using this link to get additional support: https://t.co/IBIY3vMgPj
DianeMArtsy,2023-03-04 21:39:58+00:00,@GrmKehinde @AppleSupport @lilliansupport Omg really?!! How did she helped you solve the issue?
AppleSupport,2023-03-04 21:39:27+00:00,"@S_M_O_O_K Hi. We want to point you in the right direction for feature requests. 
You can leave feedback using this link: https://t.co/eTPVYVFyd8 Select your device, as there isn’t an Apple ID category. 
You won’t get a reply, but your feedback will be sent to the correct place."
AppleSupport,2023-03-04 21:38:42+00:00,"@Keek_DaSneak We’re here to help you! You mentioned resetting Face ID. To help us better understanding, were you able to successfully set up Face ID again with the steps here: https://t.co/MDegySCE5u 

Let us know in DM to continue. https://t.co/GDrqU22YpT"
DianeMArtsy,2023-03-04 21:32:32+00:00,@AppleSupport I am unable to private dm @AppleSupport
DianeMArtsy,2023-03-04 21:31:29+00:00,"@AppleSupport Ipad Pro 11 inch (2nd gen) and Apple pencil 2. Never had a problem with connecting pencil. Few days ago I updated to ios 16, and the pencil cant connect at all anymore. I have tried restarting the device and forget the pencil in bluetooth. The ipad just wont detect the pencil"
Aaron_Merry15,2023-03-04 21:31:29+00:00,@AppleSupport I just had battery replaced on IPhone 11 but plugged in and black screen. Will it take a while turn on since it’s brand new ?
AppleSupport,2023-03-04 21:28:11+00:00,"@ZarMamma Hi there!
You’ve come to the right place for help. Meet us in DM and provide us some details of what is going on and we’ll continue troubleshooting in the DM. https://t.co/GDrqU22YpT"
donaldknewell,2023-03-04 21:25:48+00:00,"@Applesupport why are you holding my phone hostage. You have the weirdest, least-capable, support organization I have ever dealt with. What is wrong with you guys?"
shultquist,2023-03-04 21:23:00+00:00,"@BMWUSA @sprinkles19025 @BMW @BMWGroup @Apple @AppleSupport There is a SIB with a fix showing in the EU. More than iDrive, since it's dead reckoning from the GNSS as required by wireless CarPlay (and Android Auto) off, so I assume an update to the GPS module may be in play. Fix soon? Drove on a RR today. @BMW @BMWGroup @BMWUSA https://t.co/lc3LdzMxFW"
chrisatlatenite,2023-03-04 21:20:38+00:00,"@bluelensllc @AppleSupport Ummm, nope, quits fine here."
AppleSupport,2023-03-04 21:19:55+00:00,"@loris_fllt We can help look into this with you. Since noticing the high amount of System Data, have you tried restarting with the steps here: https://t.co/v8UilXI2QI This can often help. 

Let us know in DM. https://t.co/GDrqU22YpT"
AminZannon,2023-03-04 21:19:53+00:00,"@mikepompeo What?! The iPhone15? 

@AppleSupport @Apple Can you guys confirm?"
ZarMamma,2023-03-04 21:15:50+00:00,"@AppleSupport I don’t even need support, I just want my money back! The 🍎 MacBook Air M2 256GB is a piece of absolute GARBAGE….!!!!! I have NEVER had a slower, more retarded, useless 💩 laptop in all my life! I really wanted you to know that. Is there a warranty or something?"
AppleSupport,2023-03-04 21:13:58+00:00,"@femmeT_T We’d like to assist and look into this. Are you experiencing this with the front camera? Does this occur with a specific app? 

Send us a DM and we’ll provide additional options to help fix this. https://t.co/GDrqU22YpT"
AppleSupport,2023-03-04 21:11:10+00:00,"@marehorst We’d be happy to assist with Safari! 

Could you please DM us with which device you’re using so we can get started on this? https://t.co/GDrqU22YpT"
AppleSupport,2023-03-04 21:04:42+00:00,"@DianeMArtsy Hey there. We’d like to know more about the connectivity issues you’re experiencing. Please join us in DM with more details, including your iPad and Apple Pencil model. We’ll meet you there. https://t.co/GDrqU22YpT"
AppleSupport,2023-03-04 20:57:26+00:00,@ProphetCurtis We are glad to hear you were able to schedule an appointment in store. Feel free to reach back out if you need any more help from us.
DianeMArtsy,2023-03-04 20:53:40+00:00,"Anyone have problem connecting apple pencil to ipad? 2 years no problem. Updated to ios 16, instant connection problem. 

I wanna cry so bad😭😭 i need to use the pencil for drawing.

Apparently many people face this problem and @AppleSupport cant really do anything."
cpltalk,2023-03-04 20:47:17+00:00,"@AppleSupport I don’t need help I am pointing out a usability problem that should get fixed (the error message is wrong)

If only there was a way to notify without this discouraging overhead :("
AppleSupport,2023-03-04 20:45:40+00:00,@slutouist91 We’d be happy to provide additional clarification. Please reach out to us in DM and we’ll continue there. https://t.co/GDrqU22YpT
michellepeng__,2023-03-04 20:44:31+00:00,"@AppleSupport ridiculous that my 2020 MacBook Pro stopped working out of nowhere, with no signs of breaking down beforehand. I went to the Apple store the next day and was told I could either spend $900 to repair it or buy a new MacBook. I had to buy one since I needed it for an"
AppleSupport,2023-03-04 20:43:40+00:00,"@baski3000 Hello, we’d like to provide some options. Take a look at the steps here to help with the encrypted password: https://t.co/K1PFQoQHRH 

If more help is needed, please DM us and we’ll take a closer look. https://t.co/GDrqU22YpT"
IchmagZ90190973,2023-03-04 20:41:05+00:00,"@finfeverfishing @AppleSupport Be silent bot, I don’t even have an Instagram Account."
AppleSupport,2023-03-04 20:40:25+00:00,"@Eldar_Siboni Hello, we’d like to help. Meet us in DM and let us know what device we’re working with, as well as what version of software its running. We’ll do our best to assist from there. https://t.co/GDrqU22YpT"
AppleSupport,2023-03-04 20:40:07+00:00,"@ryanfellman28 iCloud storage does not increase the internal storage of your device directly. You can read more about the difference with iCloud and internal storage here: https://t.co/iyZCib6rzS 

Send us a DM if you still have questions. https://t.co/GDrqU22YpT"
AppleSupport,2023-03-04 20:39:55+00:00,"@RuiNtD We want to help. Generally, there would be a profile installed on your device that would provide access to beta versions. If you’d like, you can remove that under Settings &gt; General, and tap VPN &amp; Device Management.

DM us if you have more questions. https://t.co/GDrqU22YpT"
AppleSupport,2023-03-04 20:39:40+00:00,"@GG3BKLYN We’d like to help! If you need to cancel a subscription, you’ll want to follow the steps outlined in this page to successfully cancel the subscription: https://t.co/7HHLZUKvv2 

DM us if you are still unable to cancel. https://t.co/GDrqU22YpT"
AppleSupport,2023-03-04 20:39:25+00:00,"@adcogfx Hi there. We want to help with getting you to the right place for a disabled Apple ID. This page has what to do, depending on the complete error message received. https://t.co/91bluzZsU1 
DM us if you’re having issues with either option, and we’ll help there. https://t.co/GDrqU22YpT"
AppleSupport,2023-03-04 20:38:25+00:00,"@artistpritams We’d be happy to help explore issues you’re having with iCloud. To help us get started please DM us with which device/OS version the issue is occurring on, and further details on what you’re experiencing. We’ll assist further from there. https://t.co/GDrqU22YpT"
willhaddockjr,2023-03-04 20:37:47+00:00,@ianzelbo FACTS!! @Apple @AppleSupport
AppleSupport,2023-03-04 20:37:37+00:00,"@brandonorb1 Happy to help! If you’re seeing charges that you’re not familiar with, the steps here may help with identifying them: https://t.co/Udf3mWoKiY 

If you need additional help, let us know in DM. https://t.co/GDrqU22YpT"
AppleSupport,2023-03-04 20:36:52+00:00,"@ATrainRolls We’d love to help. What happens when you try to play your music? The more details we have, the better. Please meet us in DM and we’ll continue working from there. https://t.co/GDrqU22YpT"
AppleSupport,2023-03-04 20:36:37+00:00,"@nutjsdev We’d be happy to assist in any way that we can! 

Could you please send us a DM with some details of what you’re experiencing so we can get started? https://t.co/GDrqU22YpT"
ProphetCurtis,2023-03-04 20:36:29+00:00,@AppleSupport I have an appointment scheduled for Monday. Wish me luck.
IchmagZ90190973,2023-03-04 20:36:25+00:00,"@AppleSupport I mean, my Twitter acc is banned from sending messages from my Twitter account to you, per DM."
baski3000,2023-03-04 20:33:14+00:00,@AppleSupport Hi Apple Support. Could you please tell me what to do if I don’t remember the protected password from my I phone backup which is on the iMac
briiiit_,2023-03-04 20:32:48+00:00,"99% sure I’m making the switch to @Spotify. Sorry @AppleMusic @AppleSupport. You just couldn’t figure out a resolution to my issue. 
And TBH…in my free trial w Spotify, I’m finding the electronic music selection is far superior🪩"
slutouist91,2023-03-04 20:30:41+00:00,@AppleSupport so is that a yes i can use a gift card?
AppleSupport,2023-03-04 20:28:21+00:00,"@IchmagZ90190973 Happy to assist! If you’re unable to send messages, you’ll want to try the steps outlined in the following page to help with sending messages from your device: https://t.co/PtVg7mR44M 

If the issue remains, send us a DM with more details. https://t.co/GDrqU22YpT"
ryanfellman28,2023-03-04 20:23:14+00:00,@AppleSupport I don’t have plenty of storage. That’s why I spend like $15/month for iCloud????
AppleSupport,2023-03-04 20:22:24+00:00,"@slutouist91 We want to help. Since iCloud+ is a subscription, you would need to have a payment method on file. However, you can use your account balance to make the payments each month as long as your have enough to cover the total. For more help, meet us in DM https://t.co/GDrqU22YpT"
AppleSupport,2023-03-04 20:22:24+00:00,@ProphetCurtis You’re very welcome! Let us know if we can help in the future.
AppleSupport,2023-03-04 20:16:20+00:00,"@ryanfellman28 We’d like to help! Have you checked to see if you have plenty of phone storage on your device: https://t.co/I8OzZQ9O2J . This will help narrowing this issue down.

DM us and let us know what you see when checking on this, and we’ll meet you there. https://t.co/GDrqU23wfr"
djspellmaster,2023-03-04 20:16:13+00:00,"@AppleSupport 👍👍 Thanks👌Check out your Apple Watch upgrade process too, did two recently and it was also quite painful needing two attempts each time to get it to work, s4 to s8 and s5 to s8"
Shawn74Upchurch,2023-03-04 20:15:42+00:00,@AppleSupport The wallpaper parallax effect known as perspective zoom has been broken since OS 16 update. Please fix
AppleSupport,2023-03-04 20:13:35+00:00,@djspellmaster Sounds good. We’ll be here if you need more help. Just send us a DM if needed. https://t.co/GDrqU22YpT
AppleSupport,2023-03-04 20:11:05+00:00,"@SoFlaKicks We want to help! If your screen isn’t working properly, try the steps in this resource that could help resolve the issue: https://t.co/JYCqZMB6y1 For more help, meet us in DM. https://t.co/GDrqU22YpT"
AppleSupport,2023-03-04 20:05:07+00:00,@timcock02 We want to help with your iPhone. Send us a DM with the iOS version you are running so we can work together on a solution. https://t.co/GDrqU22YpT
slutouist91,2023-03-04 20:03:43+00:00,@AppleSupport can i buy icloud storage with apple gift cards? please tell me before i waste my money
ProphetCurtis,2023-03-04 20:00:43+00:00,@AppleSupport Thank you for following up. I restarted my MacBook. I think I have a call scheduled for 3pm. Not sure if I scheduled correctly
AppleSupport,2023-03-04 19:59:37+00:00,"@ProphetCurtis If you still need assistance, send us a DM so we can work together on a solution. https://t.co/GDrqU22YpT"
AppleSupport,2023-03-04 19:56:51+00:00,"@marilynnatalii Happy to help! Make sure that your device is updated with the latest (16.3.1) version of software. Also, check to see if you need to update your carrier settings: https://t.co/r9gl94wlYw . This will help to isolate this issue.

DM us if the issue remains. https://t.co/GDrqU22YpT"
SoFlaKicks,2023-03-04 19:54:53+00:00,"@AppleSupport 

Tech question on iPad mini 2. Screen when initially unlocked is fine, then glitches. If it was constant it would obviously be a screen issue but this feels like a software glitch? https://t.co/vJ2vUunZlx"
djspellmaster,2023-03-04 19:54:33+00:00,"@AppleSupport Yea, have switched to transfer via iCloud. That process asked all the questions upfront seems to be going through now 🤞"
AppleSupport,2023-03-04 19:53:21+00:00,"@cpltalk Thank you for reaching out. If you have a specific issue you need help with, you can get back to us in DM using the link below and we will be happy to help. If you want to provide feedback to Apple, you can use this link to do that: https://t.co/eTPVYVFyd8 https://t.co/GDrqU22YpT"
AppleSupport,2023-03-04 19:53:18+00:00,"@djspellmaster Hello, we’d like to help. To confirm are you keeping your two devices next to each other? This is required in order for Quick Start to complete. 

Please send us a DM and we’ll work with you there. https://t.co/GDrqU22YpT"
AppleSupport,2023-03-04 19:52:48+00:00,"@B_maier Hi there, we’d be happy to help out. You should be able to listen to your purchased music from the Library tab, or by making a playlist to listen to. 
What happens when you do so?
Let us know in DM. Include any error messages, and we’ll continue from there. https://t.co/GDrqU22YpT"
timcock02,2023-03-04 19:52:46+00:00,@AppleSupport My iPhone keeps restarting randomly by itself
Vikitoriya81,2023-03-04 19:47:44+00:00,"#BTS #JIMIN #Jimin_FACE_IsComing 
Hi.@Shazam @AppleMusic @AppleSupport, Jimin's Christmas love from BTS suddenly for some reason is no longer searchable on Shazam. This has been available before. https://t.co/PMnyxvJWuO"
ProphetCurtis,2023-03-04 19:47:41+00:00,@AppleSupport Yes I have restarted it.
AppleSupport,2023-03-04 19:46:36+00:00,"@ProphetCurtis Hi. We want to help with your MacBook Pro and the display, so you can use it as expected again.
Have you restarted your Mac since noticing this? It’s an easy step, but it really can help to resolve issues. https://t.co/farxcTQQWs 
DM us if still an issue. https://t.co/GDrqU22YpT"
AppleSupport,2023-03-04 19:41:20+00:00,"@CadenClough We want to help ensure Face ID is working well for you. It sounds like you’ve tried some good steps already. We have a few more here that may help, but please DM us if it persists and we’ll explore it further: https://t.co/ujQme4UPvH https://t.co/GDrqU22YpT"
snipergangrico,2023-03-04 19:39:45+00:00,@AppleSupport really $50 for this?🤨 https://t.co/fH3Uf6PcX3
morgan_adele,2023-03-04 19:36:33+00:00,@AppleSupport hi 😊… any chance you could get together with a hearing aid manufacturer to produce waterproof hearing aids? @MollyWattTalks @mollywatttrust - my son really needs this to happen 😊
CedarBrown,2023-03-04 19:33:08+00:00,"@AppleSupport Why do you work SO hard to prevent me from using your products? The path to Apple TV should NOT be mandated by hardware ownership. Changing my password is more difficult than developing time travel in my kitchen, why???"
a_153800,2023-03-04 19:31:41+00:00,"icloud Activation lock 🔒
iphone locked to owner ✅
iphone ipad ipod touch MacBook pro/Air iwatch unlock
iphone forgotten passcode

Our server can guarantee you that your device will be unlocked 💯 percent

Even if the @AppleSupport aren't doing anything👇
https://t.co/kZJxc4p0Vw https://t.co/XlMVUEG06d"
finjassauer,2023-03-04 19:31:03+00:00,"@ii_Giovanni @leokellr @AppleSupport lol our setups look kinda similar, I thought this was a photo of my setup at first https://t.co/txL6Gh9ueH"
ProphetCurtis,2023-03-04 19:29:50+00:00,@AppleSupport I need help ASAP. My screen is only bright on the bottom half of my MacBook Pro. It was fine yesterday and never fell. What can I do?
grimypreacha,2023-03-04 19:15:15+00:00,"@INMYTINYPANTS @AppleMusic @AppleSupport I haven't listened to NF so I can't comment on that but I doubt I'd like him more than Earl

SRS is probably his best but idk if most ppl will be able to get into his music with that first but I mean Earl doesn't make music for the mainstream anyway so it doesn't really matter ig"
INMYTINYPANTS,2023-03-04 19:11:49+00:00,@grimypreacha @AppleMusic @AppleSupport SRS is one of my favorite albums ever but he doesn’t have an album worse than the NF one
erick_unique,2023-03-05 23:56:52+00:00,@AppleSupport isnt it just a better idea to be normal and have a key for that
AppleSupport,2023-03-05 23:50:23+00:00,"@obidi_O Hey there. We definitely wouldn’t want you to be charged for anything you didn’t authorize.

Try locating the charge using the steps here: https://t.co/Udf3mWoKiY 

Reach out to our Billing team next if you can’t find this charge: https://t.co/NpQJidgpDA"
GentaWaluyo,2023-03-05 23:43:05+00:00,@tim_cook @Apple @AppleSupport when are you bringing back live wallpapers for Lock Screen?  #future #paidpartnership #smartspaceawards
SeanOfKelly,2023-03-05 23:30:42+00:00,@AppleSupport Thank you. Rather figure it out myself. I like troubleshooting 😉
AppleSupport,2023-03-05 23:24:31+00:00,"@Nutty_AllWork We’d like to help if you are noticing any issues when making calls with your Apple devices. 

Please send us a Direct Message with more details to get started: https://t.co/GDrqU22YpT"
AppleSupport,2023-03-05 23:21:46+00:00,"@Trigga229 Hi there. We are happy to help. To gain a better understanding, what device are you using and what software version is it on? Are you attempting to add a Text Replacement? Join us in DM with those details to further assist you. https://t.co/GDrqU23wfr"
